tweet_time,tweet_id,username,tweet_text,source,favourite,retweet,clean
2020-05-03 05:32:52,1256713292191391745,SyahrilAbdullah,"@aly8ph @asyrafluke Shopee, yes of course u can't. Tapi klau pm fb or tmpat lain boleh lagi kot.",Twitter for Android,0,0,shopee yes of course u cant tapi klau pm fb or tmpat lain boleh lagi kot
2020-05-03 05:32:50,1256713284348231680,ulvamrfst,"Untung gak pake tokped, sekarang malah banyak pengguna shopee https://t.co/HnsDvHHBLV",Twitter for Android,0,0,untung gak pake tokped sekarang malah banyak guna shopee
2020-05-03 05:32:49,1256713280585793536,Mungsssssss,@assfess buka lapak ya buka lapak. shopee ya shopee.,Twitter for Android,0,0,buka lapak ya buka lapak shopee ya shopee
2020-05-03 05:32:49,1256713279537246208,FriskaNirmala,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/2S46H4Q32Q https://t.co/Mowr7bMD5a,Twitter for Android,0,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-03 05:32:46,1256713268996927489,NajahDurotun,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/nXcqxH7IZu #ShopeeTanamTHR10M https://t.co/YNQtO4is1c,Twitter for Android,1,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-03 05:32:46,1256713268602769408,petani_shopee,"@txtdaripelajar Bisa dibilang pembelajarannya gagal, karena kebayang tuh ada berapa indikator yang tidak tercapai.  Adanya ulangan dibuat untuk mengukur pengetahuan siswa, bukan menyeleksi siswa kaya utbk. Jd kalo bikin soal trlalu susah, itu melenceng dr tujuan awal. Apa yg bisa diukur?",Twitter Web App,5,10,bisa bilang ajar gagal karena bayang tuh ada berapa indikator yang tidak capai ada ulang buat untuk ukur tahu siswa bukan seleksi siswa kaya utbk jd kalo bikin soal trlalu susah itu lenceng dr tuju awal apa yg bisa ukur
2020-05-03 05:32:46,1256713267830902785,tinaaaaziz,aku takpatut buka shopee pagi pagi,Twitter for Android,1,0,aku takpatut buka shopee pagi pagi
2020-05-03 05:32:44,1256713261426196480,alif_mache,Plant Daily &amp; Get Free Hand Sanitiser Daily! Come &amp; Plant Now! https://t.co/WLPfP4ZGJq https://t.co/LK69ilFmZ0,Twitter for Android,0,0,plant daily amp get free hand sanitiser daily come amp plant now
2020-05-03 05:32:44,1256713260696395777,boamlah,@GAMEREFF https://t.co/imsgYg0b7J,Twitter for Android,0,0,
2020-05-03 05:32:37,1256713229570433024,anisasptn,@ohmybeautybank Drop acc shopee yg trusted coba,Twitter for Android,0,0,drop acc shopee yg trusted coba
2020-05-03 05:32:35,1256713221303656454,nblahnumfradnti,@pacarbighit Ready indo good condi bisa shopee freeong https://t.co/96mNpkv2pg,Twitter for Android,0,0,ready indo good condi bisa shopee freeong
2020-05-03 05:32:26,1256713186775949318,Irwanshahjamal,Dah membazir kat shopee ke pagi ni?,Twitter for iPhone,0,0,dah membazir kat shopee ke pagi ni
2020-05-03 05:32:25,1256713179087818752,boamlah,@GAMEREFF https://t.co/imsgYg0b7J,Twitter for Android,0,0,
2020-05-03 05:32:23,1256713172196552704,dharwtiie,Saya SIRAM BALIK LHOOOOO... Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/6g1PRLKuse  #ShopeeID  #shopeeGiveaway #ShopeeTanam #ShopeeTangkap #ShopeeTHRChallenge  #Shopee https://t.co/BWc3Dbcn2m,Twitter for Android,0,0,saya siram balik lhooooo bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
2020-05-03 05:32:19,1256713155025100800,AdullEuy,Bantu siram tanamanku. Kamu juga bisa panen THR total 10M di Shopee sekarang! https://t.co/u3LvwUVNKo https://t.co/ISPjVSd05O,Twitter for Android,0,0,bantu siram tanam kamu juga bisa panen thr total 10m di shopee sekarang
